Name,Author,User Rating,Reviews,Price,Year,Genre,Rank
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,36
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,37
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,38
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,39
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2019,Non Fiction,40
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,41
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,5,2019,Non Fiction,42
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,2019,Non Fiction,43
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,44
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,45
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie KondÅ,4.5,22641,11,2019,Non Fiction,46
The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,47
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthyâ€¦,Jennifer Smith,4.4,7396,13,2019,Non Fiction,48
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,49
Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,50
A Promised Land,Barack Obama,4.9,83212,23,2020,Non Fiction,1
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.9,53549,15,2020,Non Fiction,2
The Very Hungry Caterpillar,Eric Carle,4.9,35965,7,2020,Non Fiction,3
Dog Man: Grime and Punishment,Dav Pilkey,4.9,31045,6,2020,Fiction,4
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,26047,7,2020,Fiction,5
"Brown Bear, Brown Bear, What Do You See?", Bill Martin Jr.,4.9,25321,5,2020,Fiction,6
I Love You to the Moon and Back,Amelia Hepworth,4.9,24356,1,2020,Fiction,7
Chicka Chicka Boom Boom ,Bill Martin Jr.,4.9,20705,4,2020,Fiction,8
"Magnolia Table, Volume 2",Joanna Gaines,4.9,16515,17,2020,Non Fiction,9
Where the Crawdads Sing,Delia Owens,4.8,120727,9,2020,Fiction,10
Becoming ,Michelle Obama,4.8,99498,10,2020,Non Fiction,11
Midnight Sun,Stephenie Meyer,4.8,64215,13,2020,Fiction,12
The Wonky Donkey,Craig Smith,4.8,51255,5,2020,Fiction,13
My First Learn to Write Workbook,Crystal Radke,4.8,45694,15,2020,Non Fiction,14
School Zone,School Zone,4.8,45485,8,2020,Fiction,15
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,44174,8,2020,Non Fiction,16
Untamed,Glennon Doyle,4.8,41567,15,2020,Non Fiction,17
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,29634,12,2020,Non Fiction,18
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,26462,10,2020,Non Fiction,19
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,24327,8,2020,Non Fiction,20
Giraffes Can't Dance,Giles Andreae,4.8,23356,6,2020,Fiction,21
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,21967,19,2020,Non Fiction,22
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,20485,9,2020,Non Fiction,23
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,20153,15,2020,Non Fiction,24
How to Catch a Unicorn,Adam Wallace,4.8,19988,5,2020,Fiction,25
How to Be an Antiracist,Ibram X. Kendi,4.8,19555,13,2020,Non Fiction,26
How to Catch a Mermaid,Adam Wallace,4.8,17538,6,2020,Fiction,27
What Should Danny Do?,Adir Levy,4.8,14705,13,2020,Fiction,28
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!, Workman Publishing,4.8,12852,6,2020,Fiction,29
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers, Workman Publishing,4.8,12643,9,2020,Fiction,30
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,11769,21,2020,Non Fiction,31
The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz ,4.7,45368,6,2020,Non Fiction,32
Educated: A Memoir, Tara Westover ,4.7,45351,11,2020,Non Fiction,33
The Ballad of Songbirds and Snakes,Suzanne Collins,4.7,37173,14,2020,Fiction,34
Rage,Bob Woodward,4.7,27788,15,2020,Non Fiction,35
Greenlights,Matthew McConaughey,4.7,26740,18,2020,Non Fiction,36
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,15424,19,2020,Non Fiction,37
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,Katie Stokes,4.7,14128,5,2020,Non Fiction,38
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,12879,14,2020,Non Fiction,39
The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,11668,9,2020,Fiction,40
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D. ,4.6,94196,17,2020,Non Fiction,41
American Dirt (Oprah's Book Club),Jeanine Cummins,4.6,41716,17,2020,Fiction,42
Burn After Writing,Sharon Jones,4.6,26423,8,2020,Non Fiction,43
The Silent Patient ,Alex Michaelides,4.5,61060,15,2020,Fiction,44
Little Fires Everywhere,Celeste Ng,4.5,43514,10,2020,Fiction,45
If Animals Kissed Good Night,Ann Whitford Paul,4.5,39063,4,2020,Fiction,46
The Vanishing Half,Brit Bennett,4.4,42235,16,2020,Fiction,47
The Room Where It Happened: A White House Memoir,John Bolton,4.3,44608,12,2020,Non Fiction,48
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,4.3,31125,10,2020,Non Fiction,49
Wacky Waving Inflatable Tube Guy,Conor Riordan ,4,25510,7,2020,Fiction,50
